Filename,Deepfake,Genuine
G3002_1_S0003.wav,0.06759253,0.24650645
G3002_1_S0008.wav,0.10377259,0.18946218
G3002_1_S0009.wav,0.067185484,0.18938057
G3002_1_S0010.wav,0.072929755,0.22139081
G3002_1_S0011.wav,0.11911711,0.19788384
G3002_1_S0012.wav,0.0725718,0.23221758
G3002_1_S0014.wav,0.054365024,0.129301
G3002_1_S0015.wav,0.059066813,0.18213578
G3002_1_S0034.wav,0.07119963,0.18793283
G3002_1_S0035.wav,0.07690181,0.25966603
G3002_1_S0037.wav,0.08166242,0.28392065
G3002_1_S0038.wav,0.0781281,0.17647663
G3002_1_S0040.wav,0.06697714,0.1738167
G3002_1_S0044.wav,0.100332774,0.24100976
G3002_1_S0046.wav,0.07310267,0.2085399
G3002_1_S0048.wav,0.079205036,0.20237589
G3002_1_S0049.wav,0.076318346,0.16338222
G3002_1_S0055.wav,0.13479151,0.21868698
G3002_1_S0060.wav,0.06711185,0.22398978
G3002_1_S0061.wav,0.06745369,0.19312803
G3002_1_S0063.wav,0.084557675,0.21385868
G3002_1_S0067.wav,0.056024775,0.22340342
G3002_1_S0070.wav,0.060461186,0.18370417
G3002_1_S0072.wav,0.07327175,0.38462448
G3002_1_S0077.wav,0.076467134,0.3285828
G3002_1_S0078.wav,0.07106335,0.18721372
G3002_1_S0079.wav,0.049180787,0.24301776
G3002_1_S0081.wav,0.07138627,0.20102207
G3002_1_S0083.wav,0.07440429,0.21475567
G3002_1_S0084.wav,0.058783974,0.20965579
G3002_1_S0085.wav,0.076157734,0.2486755
G3002_1_S0087.wav,0.088873155,0.16753931
G3002_1_S0092.wav,0.07709734,0.17905569
G3002_1_S0094.wav,0.059531502,0.28195742
G3002_1_S0096.wav,0.049888764,0.14840484
G3002_1_S0099.wav,0.06480741,0.31759092
G3002_1_S0103.wav,0.06800735,0.19654152
G3002_1_S0106.wav,0.053560715,0.24921918
G3002_1_S0107.wav,0.06465721,0.16719915
G3002_1_S0108.wav,0.050579973,0.16961427
G3002_1_S0109.wav,0.07399324,0.2021894
G3002_1_S0111.wav,0.07183313,0.18998598
G3002_1_S0112.wav,0.07310267,0.20784609
G3002_1_S0113.wav,0.07155418,0.22135021
G3002_1_S0114.wav,0.058309514,0.17640506
G3002_1_S0115.wav,0.07391887,0.21399999
G3002_1_S0118.wav,0.0559017,0.1981091
G3002_1_S0122.wav,0.053541258,0.25660712
G3002_1_S0123.wav,0.06406247,0.38346735
G3002_1_S0125.wav,0.091908775,0.21917102
G3002_1_S0126.wav,0.07930251,0.20219207
G3002_1_S0129.wav,0.06576473,0.17126977
G3002_1_S0131.wav,0.04,0.1822745
G3002_1_S0132.wav,0.06711185,0.19535421
G3002_1_S0134.wav,0.054670732,0.22002244
G3002_1_S0135.wav,0.07,0.22417194
G3002_1_S0136.wav,0.06723094,0.22440042
G3002_1_S0139.wav,0.07477745,0.25499457
G3002_1_S0140.wav,0.046427958,0.27488774
G3002_1_S0143.wav,0.06546707,0.20330116
G3002_1_S0145.wav,0.05610011,0.19115117
G3002_1_S0146.wav,0.07408704,0.16267759
G3002_1_S0147.wav,0.051229775,0.21058016
G3002_1_S0150.wav,0.07690181,0.23551363
G3002_1_S0152.wav,0.051768716,0.211849
G3002_1_S0153.wav,0.067515425,0.2645658
G3002_1_S0154.wav,0.07964923,0.28481963
G3002_1_S0156.wav,0.05525451,0.20430097
G3002_1_S0157.wav,0.0552811,0.170102
G3002_1_S0159.wav,0.06879922,0.21802707
G3002_1_S0160.wav,0.058142547,0.20983826
G3002_1_S0162.wav,0.07833136,0.1519584
G3002_1_S0166.wav,0.048414875,0.16348478
G3002_1_S0167.wav,0.03531603,0.17507495
G3002_1_S0168.wav,0.06101002,0.21468025
G3002_1_S0170.wav,0.052493386,0.20997354
G3002_1_S0171.wav,0.08180261,0.17408653
G3002_1_S0172.wav,0.07588368,0.18791725
G3002_1_S0173.wav,0.087738015,0.25455844
G3002_1_S0174.wav,0.079249956,0.20826499
G3002_1_S0175.wav,0.08306623,0.15763001
G3002_1_S0176.wav,0.08740709,0.19768043
G3002_1_S0182.wav,0.08070867,0.23817722
G3002_1_S0184.wav,0.06620931,0.17075607
G3002_1_S0186.wav,0.07033649,0.14880237
G3002_1_S0187.wav,0.09498538,0.20871544
G3002_1_S0189.wav,0.062383227,0.19309998
G3002_1_S0190.wav,0.08541662,0.21029079
G3002_1_S0191.wav,0.08236504,0.18848194
G3002_1_S0194.wav,0.046043456,0.18076971
G3002_1_S0195.wav,0.049888764,0.19671299
G3002_1_S0196.wav,0.07154544,0.23052812
G3002_1_S0197.wav,0.0688767,0.17145261
G3002_1_S0199.wav,0.086023256,0.18239151
G3002_1_S0200.wav,0.039175168,0.20186782
G3002_1_S0203.wav,0.07544313,0.13812798
G3002_1_S0205.wav,0.061644137,0.2624881
G3002_1_S0210.wav,0.060827624,0.3500146
G3002_1_S0212.wav,0.06586938,0.2501718
G3002_1_S0214.wav,0.08008676,0.19492541
G3002_1_S0215.wav,0.071414284,0.20378645
G3002_1_S0216.wav,0.09090654,0.22161654
