Filename,Deepfake,Genuine
G3002_1_S0240.wav,0.0911111,0.16466667
G3002_1_S0241.wav,0.09166667,0.23200001
G3002_1_S0242.wav,0.10666667,0.22588235
G3002_1_S0243.wav,0.09666667,0.2775
G3002_1_S0245.wav,0.08399999,0.468
G3002_1_S0248.wav,0.205,0.22857143
G3002_1_S0249.wav,0.085,0.22999999
G3002_1_S0250.wav,0.102,0.20666665
G3002_1_S0254.wav,0.14999999,0.34
G3002_1_S0255.wav,0.102,0.21875
G3002_1_S0257.wav,0.11,0.49166667
G3002_1_S0261.wav,0.10111111,0.2811111
G3002_1_S0264.wav,0.094444446,0.26299998
G3002_1_S0266.wav,0.13,0.38875
G3002_1_S0267.wav,0.13,0.30142856
G3002_1_S0269.wav,0.16499999,0.31
G3002_1_S0274.wav,0.148,0.29999998
G3002_1_S0275.wav,0.07833333,0.2625
G3002_1_S0278.wav,0.102,0.35625
G3002_1_S0279.wav,0.103333324,0.3111111
G3002_1_S0280.wav,0.13399999,0.27571428
G3002_1_S0281.wav,0.09714285,0.24
G3002_1_S0282.wav,0.099999994,0.39142856
G3002_1_S0283.wav,0.192,0.36499998
G3002_1_S0286.wav,0.09666667,0.25399998
G3002_1_S0287.wav,0.09833333,0.4142857
G3002_1_S0290.wav,0.111999996,0.18625
G3002_1_S0293.wav,0.12,0.2725
G3002_1_S0294.wav,0.13,0.25857142
G3002_1_S0295.wav,0.09714285,0.23285715
G3002_1_S0296.wav,0.132,0.30374998
G3002_1_S0297.wav,0.12714286,0.36249998
G3002_1_S0298.wav,0.11,0.22166665
G3002_1_S0301.wav,0.103333324,0.26166666
G3002_1_S0302.wav,0.067777775,0.14538461
G3002_1_S0303.wav,0.12399999,0.26777777
G3002_1_S0305.wav,0.11,0.2409091
G3002_1_S0306.wav,0.118,0.39249998
G3002_1_S0308.wav,0.105714284,0.28777778
G3002_1_S0312.wav,0.128,0.26714283
G3002_1_S0313.wav,0.12399999,0.24799998
G3002_1_S0314.wav,0.116000004,0.48
G3002_1_S0316.wav,0.1125,0.18636364
G3002_1_S0317.wav,0.08285714,0.285
G3002_1_S0318.wav,0.09714285,0.24666665
G3002_1_S0319.wav,0.11666667,0.2375
G3002_1_S0321.wav,0.07625,0.20625
G3002_1_S0322.wav,0.09142857,0.33571428
G3002_1_S0323.wav,0.101428576,0.23222221
G3002_1_S0324.wav,0.114999995,0.25545454
G3002_1_S0330.wav,0.105714284,0.329
G3002_1_S0331.wav,0.1125,0.22999999
G3002_1_S0332.wav,0.107499994,0.28636363
G3002_1_S0333.wav,0.1325,0.21
G3002_1_S0336.wav,0.12142857,0.25666666
G3002_1_S0337.wav,0.13333333,0.4133333
G3002_1_S0339.wav,0.12399999,0.302
G3002_1_S0341.wav,0.09166667,0.28833333
G3002_1_S0342.wav,0.11,0.4683333
G3002_1_S0344.wav,0.086666666,0.23777778
G3002_1_S0346.wav,0.12,0.255
G3002_1_S0349.wav,0.117,0.28866667
G3002_1_S0350.wav,0.09166667,0.20625
G3002_1_S0352.wav,0.089999996,0.353
G3002_1_S0354.wav,0.111999996,0.36571428
G3002_1_S0355.wav,0.13,0.3281818
G3002_1_S0357.wav,0.118,0.21875
G3002_1_S0359.wav,0.098749995,0.417
G3002_1_S0363.wav,0.10428572,0.21555555
G3002_1_S0366.wav,0.136,0.40625
G3002_1_S0368.wav,0.13499999,0.337
G3002_1_S0369.wav,0.126,0.29166666
G3002_1_S0370.wav,0.1175,0.31666666
G3002_1_S0371.wav,0.095,0.32545456
G3002_1_S0374.wav,0.12,0.52363634
G3002_1_S0375.wav,0.12666667,0.27124998
G3002_1_S0379.wav,0.12,0.3633333
G3002_1_S0381.wav,0.095,0.3757143
G3002_1_S0382.wav,0.122499995,0.24875
G3002_1_S0383.wav,0.09833333,0.22999999
G3002_1_S0384.wav,0.1325,0.38799998
G3002_1_S0391.wav,0.116000004,0.33599997
G3001_1_S0002.wav,0.111999996,0.27833334
G3001_1_S0004.wav,0.08142857,0.205
G3001_1_S0005.wav,0.10166667,0.2575
G3001_1_S0008.wav,0.152,0.23666665
G3001_1_S0009.wav,0.08,0.24749999
G3001_1_S0010.wav,0.06666666,0.25
G3001_1_S0011.wav,0.078571424,0.18888889
G3001_1_S0012.wav,0.14999999,0.21666665
G3001_1_S0015.wav,0.08166667,0.1925
G3001_1_S0017.wav,0.1025,0.275
G3001_1_S0018.wav,0.103999995,0.21833333
G3001_1_S0019.wav,0.07142857,0.16266666
G3001_1_S0020.wav,0.125,0.18142857
G3001_1_S0022.wav,0.08166667,0.234
G3001_1_S0024.wav,0.06875,0.16875
G3001_1_S0028.wav,0.175,0.26999998
G3001_1_S0029.wav,0.098,0.205
G3001_1_S0032.wav,0.1175,0.32599998
G3001_1_S0033.wav,0.105,0.45374998
G3001_1_S0034.wav,0.078888886,0.28444445
G3001_1_S0037.wav,0.09833333,0.21714285
G3001_1_S0041.wav,0.105,0.20428571
G3001_1_S0042.wav,0.19999999,0.28
G3001_1_S0045.wav,0.14,0.29999998
G3001_1_S0048.wav,0.10428572,0.1925
G3001_1_S0050.wav,0.085,0.19857143
G3001_1_S0051.wav,0.085,0.22833334
G3001_1_S0052.wav,0.094,0.242
G3001_1_S0053.wav,0.1325,0.294
G3001_1_S0055.wav,0.1275,0.20571429
G3001_1_S0057.wav,0.099999994,0.24333334
G3001_1_S0064.wav,0.08833333,0.21833333
G3001_1_S0067.wav,0.09285714,0.23222221
G3001_1_S0068.wav,0.0975,0.262
G3001_1_S0069.wav,0.111999996,0.22833334
G3001_1_S0071.wav,0.125,0.24799998
G3001_1_S0072.wav,0.105,0.305
G3001_1_S0077.wav,0.085,0.27333334
G3001_1_S0078.wav,0.09333333,0.22333333
G3001_1_S0079.wav,0.1025,0.21
G3001_1_S0080.wav,0.155,0.2925
G3001_1_S0081.wav,0.12428571,0.16749999
G3001_1_S0082.wav,0.096,0.302
G3001_1_S0083.wav,0.09199999,0.22833334
G3001_1_S0084.wav,0.103333324,0.32999998
G3001_1_S0087.wav,0.103999995,0.20333333
G3001_1_S0088.wav,0.088,0.26857144
G3001_1_S0089.wav,0.095,0.18374999
G3001_1_S0091.wav,0.11666667,0.3433333
G3001_1_S0093.wav,0.122499995,0.20833333
G3001_1_S0095.wav,0.086666666,0.3825
G3001_1_S0096.wav,0.09833333,0.185
G3001_1_S0097.wav,0.13,0.32333332
G3001_1_S0098.wav,0.108,0.19
G3001_1_S0099.wav,0.155,0.275
G3001_1_S0100.wav,0.13333333,0.2925
G3001_1_S0101.wav,0.108,0.19571428
G3001_1_S0102.wav,0.094,0.19833334
G3001_1_S0103.wav,0.14666666,0.275
G3001_1_S0104.wav,0.107499994,0.22399999
G3001_1_S0106.wav,0.0811111,0.16545454
G3001_1_S0108.wav,0.14333333,0.28
G3001_1_S0109.wav,0.106249996,0.25375
G3001_1_S0110.wav,0.17666666,0.26999998
G3001_1_S0111.wav,0.13,0.28399998
G3001_1_S0112.wav,0.122499995,0.24599999
G3001_1_S0113.wav,0.11333333,0.29999998
G3001_1_S0115.wav,0.12666667,0.296
G3001_1_S0116.wav,0.06555555,0.26857144
G3001_1_S0117.wav,0.108,0.2242857
G3001_1_S0119.wav,0.0925,0.26
G3001_1_S0122.wav,0.205,0.26
G3001_1_S0123.wav,0.1025,0.18833333
G3001_1_S0124.wav,0.13333333,0.346
G3001_1_S0127.wav,0.13499999,0.2325
G3001_1_S0129.wav,0.118,0.292
G3001_1_S0130.wav,0.1125,0.37666667
G3001_1_S0132.wav,0.09285714,0.19999999
G3001_1_S0133.wav,0.088,0.25833333
G3001_1_S0134.wav,0.095,0.22454545
G3001_1_S0136.wav,0.094,0.24399999
G3001_1_S0137.wav,0.085,0.20888889
G3001_1_S0141.wav,0.098,0.21
G3001_1_S0142.wav,0.086666666,0.23666665
G3001_1_S0145.wav,0.13333333,0.22999999
G3001_1_S0148.wav,0.17999999,0.52
G3001_1_S0149.wav,0.14333333,0.21857142
G3001_1_S0150.wav,0.09199999,0.21499999
G3001_1_S0152.wav,0.175,0.25399998
G3001_1_S0153.wav,0.14999999,0.15333332
G3001_1_S0154.wav,0.1125,0.36249998
G3001_1_S0155.wav,0.07666666,0.35166666
G3001_1_S0156.wav,0.08333333,0.38333333
G3001_1_S0162.wav,0.094,0.264
G3001_1_S0163.wav,0.108,0.17142856
G3001_1_S0164.wav,0.095,0.3333333
G3001_1_S0165.wav,0.13,0.204
G3001_1_S0166.wav,0.11,0.226
G3001_1_S0167.wav,0.07714286,0.16555555
G3001_1_S0170.wav,0.155,0.44
G3001_1_S0171.wav,0.08,0.18714285
G3001_1_S0172.wav,0.10666667,0.265
G3001_1_S0175.wav,0.08125,0.18428572
G3001_1_S0177.wav,0.086,0.26
G3001_1_S0178.wav,0.08857142,0.20666665
G3001_1_S0179.wav,0.08833333,0.19857143
G3001_1_S0180.wav,0.081999995,0.19666666
G3001_1_S0183.wav,0.14666666,0.17666666
G3001_1_S0185.wav,0.078571424,0.225
G3001_1_S0186.wav,0.13333333,0.264
G3001_1_S0187.wav,0.09333333,0.22999999
G3001_1_S0188.wav,0.105,0.19666666
G3001_1_S0189.wav,0.07714286,0.18875
G3001_1_S0190.wav,0.103333324,0.36249998
G3001_1_S0191.wav,0.12,0.19375
G3001_1_S0192.wav,0.108,0.20571429
G3001_1_S0193.wav,0.14999999,0.252
G3001_1_S0194.wav,0.08571428,0.22857143
G3001_1_S0195.wav,0.099999994,0.23285715
G3001_1_S0198.wav,0.16,0.33666667
G3001_1_S0200.wav,0.089999996,0.23200001
G3001_1_S0202.wav,0.1275,0.29
G3001_1_S0203.wav,0.08125,0.25399998
G3001_1_S0204.wav,0.16,0.39999998
G3001_1_S0205.wav,0.08285714,0.16875
G3001_1_S0206.wav,0.085,0.255
G3001_1_S0207.wav,0.107499994,0.23200001
G3001_1_S0208.wav,0.08857142,0.21666665
G3001_1_S0211.wav,0.085,0.186
G3001_1_S0212.wav,0.074,0.30666664
G3001_1_S0215.wav,0.105,0.362
G3001_1_S0217.wav,0.235,0.27444443
G3001_1_S0218.wav,0.0925,0.2825
G3001_1_S0221.wav,0.094,0.25
G3001_1_S0222.wav,0.081999995,0.19
G3001_1_S0224.wav,0.17999999,0.3433333
G3001_1_S0227.wav,0.07555555,0.1725
G3001_1_S0228.wav,0.07833333,0.23333333
G3001_1_S0231.wav,0.08857142,0.22666666
G3001_1_S0232.wav,0.11,0.18714285
G3001_1_S0233.wav,0.114999995,0.22166665
G3001_1_S0234.wav,0.205,0.24399999
G3001_1_S0235.wav,0.0925,0.226
G3001_1_S0236.wav,0.11333333,0.31166667
G3001_1_S0238.wav,0.09833333,0.31857142
G3001_1_S0240.wav,0.08833333,0.242
G3001_1_S0241.wav,0.07571428,0.4283333
G3001_1_S0244.wav,0.13666667,0.37
G3001_1_S0247.wav,0.07142857,0.21166666
G3001_1_S0249.wav,0.105,0.362
G3001_1_S0250.wav,0.1175,0.234
G3001_1_S0251.wav,0.114999995,0.26999998
G3001_1_S0254.wav,0.089999996,0.21333334
G3001_1_S0255.wav,0.12,0.29
G3001_1_S0257.wav,0.088,0.17444444
G3001_1_S0260.wav,0.12,0.272
G3001_1_S0261.wav,0.098,0.12857142
G3001_1_S0262.wav,0.08,0.18124999
G3001_1_S0263.wav,0.094,0.17375
G3001_1_S0265.wav,0.114999995,0.26999998
G3001_1_S0266.wav,0.081999995,0.24799998
G3001_1_S0267.wav,0.088,0.27714285
G3001_1_S0268.wav,0.103999995,0.262
G3001_1_S0270.wav,0.1125,0.23200001
G3001_1_S0273.wav,0.099999994,0.2775
G3001_1_S0274.wav,0.11,0.35999998
G3001_1_S0275.wav,0.14333333,0.3375
G3001_1_S0276.wav,0.099999994,0.266
G3001_1_S0277.wav,0.13333333,0.375
G3001_1_S0279.wav,0.107499994,0.236
G3001_1_S0280.wav,0.08333333,0.31625
G3001_1_S0283.wav,0.08125,0.24749999
G3001_1_S0284.wav,0.13333333,0.3775
G3001_1_S0285.wav,0.16,0.265
G3001_1_S0286.wav,0.07714286,0.26
G3001_1_S0287.wav,0.126,0.205
G3001_1_S0291.wav,0.114999995,0.26666665
G3001_1_S0292.wav,0.07666666,0.21399999
G3001_1_S0293.wav,0.0975,0.35666668
G3001_1_S0294.wav,0.078571424,0.21
G3001_1_S0295.wav,0.12,0.255
G3001_1_S0296.wav,0.10666667,0.23428571
G3001_1_S0297.wav,0.114999995,0.36666667
G3001_1_S0298.wav,0.0925,0.2875
G3001_1_S0300.wav,0.11666667,0.295
G3001_1_S0303.wav,0.099999994,0.22799999
G3001_1_S0306.wav,0.08,0.30833334
G3001_1_S0308.wav,0.089999996,0.21333334
G3001_1_S0310.wav,0.12333333,0.39
G3001_1_S0311.wav,0.105,0.26749998
G3001_1_S0312.wav,0.105,0.26749998
G3001_1_S0313.wav,0.0975,0.22999999
G3001_1_S0314.wav,0.096,0.31666666
G3001_1_S0315.wav,0.13,0.435
G3001_1_S0318.wav,0.13,0.35333332
G3001_1_S0319.wav,0.11,0.275
G3001_1_S0320.wav,0.07285714,0.17571428
G3001_1_S0321.wav,0.087142855,0.23375
G3001_1_S0322.wav,0.102,0.252
G3001_1_S0329.wav,0.08833333,0.24749999
